[167/200] Train loss: 152.1326 Valid loss: 289.2060

[168/200] Train loss: 199.9497 Valid loss: 1153.3176

[169/200] Train loss: 145.1825 Valid loss: 745.4102

[170/200] Train loss: 112.2981 Valid loss: 362.4336

[171/200] Train loss: 111.8225 Valid loss: 1091.1055

[172/200] Train loss: 70.4873 Valid loss: 313.8535

[173/200] Train loss: 83.1245 Valid loss: 1107.0037

[174/200] Train loss: 69.9896 Valid loss: 77.4624

[175/200] Train loss: 91.6291 Valid loss: 198.6219

[176/200] Train loss: 43.2496 Valid loss: 1680.6262

[177/200] Train loss: 85.7257 Valid loss: 466.8053

[178/200] Train loss: 67.3825 Valid loss: 268.9332

[179/200] Train loss: 114.9501 Valid loss: 190.3544

[180/200] Train loss: 56.5731 Valid loss: 537.0706

[181/200] Train loss: 58.5386 Valid loss: 249.0202

[182/200] Train loss: 96.8604 Valid loss: 161.7845

[183/200] Train loss: 38.6065 Valid loss: 749.6564

[184/200] Train loss: 82.1613 Valid loss: 212.0604

[185/200] Train loss: 55.2345 Valid loss: 100.8128

[186/200] Train loss: 53.0461 Valid loss: 533.2315

[187/200] Train loss: 48.7932 Valid loss: 494.7495

[188/200] Train loss: 57.3189 Valid loss: 132.3823

[189/200] Train loss: 72.8974 Valid loss: 195.5598

[190/200] Train loss: 37.2400 Valid loss: 548.9824

[191/200] Train loss: 68.3138 Valid loss: 263.6715

[192/200] Train loss: 39.2711 Valid loss: 48.7901

[193/200] Train loss: 45.2164 Valid loss: 217.1749

[194/200] Train loss: 50.8487 Valid loss: 232.9744

[195/200] Train loss: 55.7757 Valid loss: 125.0479

[196/200] Train loss: 38.3075 Valid loss: 20.4613

[197/200] Train loss: 56.5108 Valid loss: 114.8447

[198/200] Train loss: 25.7047 Valid loss: 103.2658

[199/200] Train loss: 52.3093 Valid loss: 143.6539

[200/200] Train loss: 34.9017 Valid loss: 32.7612

